date,strategy,turnover
2013-01-31,EW,0.0
2013-01-31,GMV,0.0
2013-01-31,ERC,0.0
2013-01-31,CTB_ONLY,0.0
2013-01-31,RB_CTB_BAND,0.0
2013-02-28,EW,0.010461487483668437
2013-02-28,GMV,0.00530487491438196
2013-02-28,ERC,0.01061792949839764
2013-02-28,CTB_ONLY,0.11254870993638041
2013-02-28,RB_CTB_BAND,0.011690946824969626
2013-03-28,EW,0.005367587293231051
2013-03-28,GMV,0.004969512021980704
2013-03-28,ERC,0.0039995739080570004
2013-03-28,CTB_ONLY,0.06324541561538305
2013-03-28,RB_CTB_BAND,0.005543883975272364
2013-04-30,EW,0.014334704270322032
2013-04-30,GMV,0.004253959738134888
2013-04-30,ERC,0.008200279142167203
2013-04-30,CTB_ONLY,0.07560521926800676
2013-04-30,RB_CTB_BAND,0.012078572290878796
2013-05-31,EW,0.010099159769517328
2013-05-31,GMV,0.020797725415600196
2013-05-31,ERC,0.010558054807353865
2013-05-31,CTB_ONLY,0.01988061935984974
2013-05-31,RB_CTB_BAND,0.011901791357467969
2013-06-28,EW,0.009090727179991612
2013-06-28,GMV,0.018208651647171656
2013-06-28,ERC,0.009066201642795906
2013-06-28,CTB_ONLY,0.027318125561862677
2013-06-28,RB_CTB_BAND,0.017624385651613353
2013-07-31,EW,0.011673193355968316
2013-07-31,GMV,0.010065531189461185
2013-07-31,ERC,0.007470310886091187
2013-07-31,CTB_ONLY,0.0359430196615583
2013-07-31,RB_CTB_BAND,0.014837273610414248
2013-08-30,EW,0.010652238651303887
2013-08-30,GMV,0.004641281038728795
2013-08-30,ERC,0.00999171997741936
2013-08-30,CTB_ONLY,0.023996574336246596
2013-08-30,RB_CTB_BAND,0.01010118096146504
2013-09-30,EW,0.01402762322482582
2013-09-30,GMV,0.009333547872834386
2013-09-30,ERC,0.008462986873849922
2013-09-30,CTB_ONLY,0.02915366787292224
2013-09-30,RB_CTB_BAND,0.020836463956762443
2013-10-31,EW,0.008159905140761238
2013-10-31,GMV,0.01902497013105227
2013-10-31,ERC,0.01000469655174602
2013-10-31,CTB_ONLY,0.01784004823631082
2013-10-31,RB_CTB_BAND,0.012188016827338654
2013-11-29,EW,0.009660681014517537
2013-11-29,GMV,0.011850085034192145
2013-11-29,ERC,0.00878801696699542
2013-11-29,CTB_ONLY,0.01755453719537568
2013-11-29,RB_CTB_BAND,0.013208530881973386
2013-12-31,EW,0.00755195102447203
2013-12-31,GMV,0.00900569542545554
2013-12-31,ERC,0.01095042754609472
2013-12-31,CTB_ONLY,0.01425350875280291
2013-12-31,RB_CTB_BAND,0.011352708046363482
2014-01-31,EW,0.02064901262164367
2014-01-31,GMV,0.011430642248669801
2014-01-31,ERC,0.014100946369312722
2014-01-31,CTB_ONLY,0.018397213011697746
2014-01-31,RB_CTB_BAND,0.018928525613930883
2014-02-28,EW,0.010280748811231734
2014-02-28,GMV,0.012502976300223623
2014-02-28,ERC,0.011159115207098412
2014-02-28,CTB_ONLY,0.01276955865224598
2014-02-28,RB_CTB_BAND,0.012933116919498559
2014-03-31,EW,0.005416024277056612
2014-03-31,GMV,0.012794725749645816
2014-03-31,ERC,0.004073502905519461
2014-03-31,CTB_ONLY,0.005472364144568403
2014-03-31,RB_CTB_BAND,0.0064806269087481355
2014-04-30,EW,0.002883863394762501
2014-04-30,GMV,0.004545914639596284
2014-04-30,ERC,0.0022575655263975744
2014-04-30,CTB_ONLY,0.007016140049498267
2014-04-30,RB_CTB_BAND,0.004818083459490096
2014-05-30,EW,0.007044174866999785
2014-05-30,GMV,0.011820713841092342
2014-05-30,ERC,0.009153074560422015
2014-05-30,CTB_ONLY,0.011877487247671353
2014-05-30,RB_CTB_BAND,0.009961783705774389
2014-06-30,EW,0.006805745134705235
2014-06-30,GMV,0.008475000560920421
2014-06-30,ERC,0.004451044777161753
2014-06-30,CTB_ONLY,0.01190546354470567
2014-06-30,RB_CTB_BAND,0.005494772138130342
2014-07-31,EW,0.007927306364618934
2014-07-31,GMV,0.010680672944375495
2014-07-31,ERC,0.006438123115317697
2014-07-31,CTB_ONLY,0.017925110329333672
2014-07-31,RB_CTB_BAND,0.009912803935764328
2014-08-29,EW,0.007173733147581303
2014-08-29,GMV,0.02380065927173551
2014-08-29,ERC,0.010227705189775848
2014-08-29,CTB_ONLY,0.02415645953328965
2014-08-29,RB_CTB_BAND,0.020659843519843984
2014-09-30,EW,0.011747162225866206
