asset,weight,ctr
SPY,0.0599310067454942,0.0999313008749513
VEA,0.067668802350321,0.0994559162491459
EEM,0.0512821764266657,0.1000980939525356
IEF,0.1820236343847052,0.0995263057548095
TLT,0.1115382297431135,0.1000206652361153
TIP,0.1753633627425944,0.1007392857043443
LQD,0.1245487906617341,0.1017061158555035
VNQ,0.0701715240963799,0.1002550557249462
GLD,0.0960695052476827,0.0987413786820806
DBC,0.0614029676008007,0.0995258819655672
