strategy,dr_mean,db_mean
CTB_ONLY,0.11152954044983,0.0139711784479136
ERC,2.0492752262692827e-07,0.0689542061904845
EW,,
GMV,,
RB_CTB_BAND,0.0166169302679142,0.0298137520340414
