date,strategy,dr,db,band_active
2018-11-30,ERC,4.179967305569541e-13,0.007655953292547083,0
2018-11-30,CTB_ONLY,0.003623331685372313,3.452234115410116e-11,0
2018-11-30,RB_CTB_BAND,4.1780441718209285e-13,0.007655953105861381,0
2018-12-31,ERC,4.3452402076253997e-13,0.008191474666055219,0
2018-12-31,CTB_ONLY,0.0034337840519577264,2.7965382236583294e-05,0
2018-12-31,RB_CTB_BAND,3.3869321363003107e-06,0.008641147612288937,0
2019-01-31,ERC,4.4402364739042343e-13,0.008869787157510387,0
2019-01-31,CTB_ONLY,0.0037274887800412904,8.192435845580152e-06,0
2019-01-31,RB_CTB_BAND,1.6639268666016792e-06,0.009157639069906395,0
2019-02-28,ERC,4.033891132419632e-13,0.0074922008382565155,0
2019-02-28,CTB_ONLY,0.0034313068828378712,1.893470216002253e-05,0
2019-02-28,RB_CTB_BAND,1.2042327399549868e-05,0.00670548508088245,0
2019-03-29,ERC,3.9494442257510904e-13,0.007855216368322208,0
2019-03-29,CTB_ONLY,0.0025127719984920607,3.043574836133409e-11,0
2019-03-29,RB_CTB_BAND,9.422304707691562e-06,0.007621698814615152,0
2019-04-30,ERC,4.0272125601004345e-13,0.007986977919298675,0
2019-04-30,CTB_ONLY,0.0024671459552469315,9.461843126289601e-06,0
2019-04-30,RB_CTB_BAND,2.8838510760345336e-06,0.008106962411197993,0
2019-05-31,ERC,3.846200685425011e-13,0.008308120999107138,0
2019-05-31,CTB_ONLY,0.0026041505114055,9.066529402850445e-06,0
2019-05-31,RB_CTB_BAND,7.069633532453914e-06,0.00804913183003393,0
2019-06-28,ERC,3.9627779572279854e-13,0.009480412551762978,0
2019-06-28,CTB_ONLY,0.0034446748487175463,1.4041995839457593e-05,0
2019-06-28,RB_CTB_BAND,1.1422240724515525e-05,0.010310179414702086,0
2019-07-31,ERC,4.506751236287352e-13,0.009800316393898324,0
2019-07-31,CTB_ONLY,0.004051070554015401,4.300635313449114e-11,0
2019-07-31,RB_CTB_BAND,8.558601989731069e-06,0.010865172990398226,0
2019-08-30,ERC,4.2925207599504577e-13,0.01008630603242911,0
2019-08-30,CTB_ONLY,0.002861659709193974,3.5722789636979066e-11,0
2019-08-30,RB_CTB_BAND,6.276768654203932e-06,0.01063965890355085,0
2019-09-30,ERC,4.267993430238488e-13,0.010540753007015444,0
2019-09-30,CTB_ONLY,0.0029603450118683428,1.0383499404705665e-05,0
2019-09-30,RB_CTB_BAND,8.993061280852258e-07,0.01078606165471962,0
2019-10-31,ERC,3.9017088075217394e-13,0.009749031352273377,0
2019-10-31,CTB_ONLY,0.003155451683453607,3.3724708771839365e-11,0
2019-10-31,RB_CTB_BAND,1.259163237887793e-05,0.00885114247228951,0
2019-11-29,ERC,3.9552424061537467e-13,0.009783207675814367,0
2019-11-29,CTB_ONLY,0.003352499557655437,2.360010042339263e-05,0
2019-11-29,RB_CTB_BAND,5.972633980744017e-06,0.009440418174458709,0
2019-12-31,ERC,4.2256423967994887e-13,0.011438622801896631,0
2019-12-31,CTB_ONLY,0.004729604256683614,3.8016966857571113e-11,0
2019-12-31,RB_CTB_BAND,1.1880007597723984e-05,0.012082457928195215,0
2020-01-31,ERC,4.457823972186435e-13,0.0105126299859477,0
2020-01-31,CTB_ONLY,0.004254270649971331,3.9573841760484374e-11,0
2020-01-31,RB_CTB_BAND,3.5340138125640503e-06,0.011001843987473912,0
2020-02-28,ERC,4.523518696419718e-13,0.01058555630185013,0
2020-02-28,CTB_ONLY,0.004435488124872286,1.5286972401220474e-05,0
2020-02-28,RB_CTB_BAND,3.490717175550614e-06,0.01051748610203857,0
2020-03-31,ERC,4.603164736098795e-13,0.010399206539525321,0
2020-03-31,CTB_ONLY,0.004723244108474446,4.535291169276864e-11,0
2020-03-31,RB_CTB_BAND,2.217044128432773e-06,0.01043404924248548,0
2020-04-30,ERC,4.4412752222276425e-13,0.010400665217998055,0
2020-04-30,CTB_ONLY,0.004683848907777441,5.480767910829602e-06,0
2020-04-30,RB_CTB_BAND,2.0309882336116964e-06,0.010097236832083344,0
2020-05-29,ERC,4.4190876110023327e-13,0.010773654119135972,0
2020-05-29,CTB_ONLY,0.005537705332722323,1.200207785376691e-05,0
2020-05-29,RB_CTB_BAND,3.4641897557992552e-06,0.010923313369533234,0
2020-06-30,ERC,4.1953772468457963e-13,0.010014522593845216,0
2020-06-30,CTB_ONLY,0.005206336860460482,5.6148089207158735e-06,0
2020-06-30,RB_CTB_BAND,3.9272782078195805e-06,0.009501965087330136,0
2020-07-31,ERC,4.2174839466916106e-13,0.010864902642920596,0
2020-07-31,CTB_ONLY,0.005077768239192575,1.8960666350231783e-05,0
2020-07-31,RB_CTB_BAND,5.117317471217406e-06,0.01074740196253061,0
2020-08-31,ERC,3.9210319496630587e-13,0.010059790221995529,0
2020-08-31,CTB_ONLY,0.005640970260021952,3.7754025030657293e-11,0
2020-08-31,RB_CTB_BAND,1.809374357160633e-05,0.00935275011118936,0
2020-09-30,ERC,3.97533906082919e-13,0.009362634224100068,0
2020-09-30,CTB_ONLY,0.005491059202566385,4.675737368647233e-11,0
2020-09-30,RB_CTB_BAND,9.234304036023286e-06,0.00893283495960279,0
2020-10-30,ERC,3.985739277665809e-13,0.009800214851013183,0
2020-10-30,CTB_ONLY,0.005096930243119588,3.670189533845657e-11,0
2020-10-30,RB_CTB_BAND,3.6285558267418183e-06,0.009833423798363154,0
2020-11-30,ERC,4.242233732008145e-13,0.010087173634491579,0
2020-11-30,CTB_ONLY,0.0052648280220605635,3.5004971322974366e-11,0
2020-11-30,RB_CTB_BAND,5.100056609074238e-06,0.010225090964447417,0
2020-12-31,ERC,4.3687128400028584e-13,0.010602350337275775,0
2020-12-31,CTB_ONLY,0.00557631374428132,9.807066602537588e-06,0
2020-12-31,RB_CTB_BAND,6.5095432619229265e-06,0.010671526207766149,0
2021-01-29,ERC,4.4871378034537725e-13,0.010809559363180477,0
2021-01-29,CTB_ONLY,0.005408617840926484,1.2054844437750692e-05,0
2021-01-29,RB_CTB_BAND,3.095848766126307e-06,0.010961617188824555,0
2021-02-26,ERC,4.381991395992141e-13,0.010844191321502234,0
2021-02-26,CTB_ONLY,0.005242139078062263,6.387716293241841e-06,0
2021-02-26,RB_CTB_BAND,2.523321558800455e-06,0.010678068996016499,0
2021-03-31,ERC,4.205452089476466e-13,0.010065330325822732,0
2021-03-31,CTB_ONLY,0.0042108608876992555,3.9616308436041425e-11,0
2021-03-31,RB_CTB_BAND,4.097113855396908e-06,0.009605102024206304,0
2021-04-30,ERC,4.2020195748668e-13,0.00980578457451843,0
2021-04-30,CTB_ONLY,0.004261964690443381,4.871653717886563e-06,0
2021-04-30,RB_CTB_BAND,2.196235648903201e-06,0.00965972167887443,0
2021-05-31,ERC,4.265272509580479e-13,0.01063471526290492,0
2021-05-31,CTB_ONLY,0.0049020147683848285,3.836163901043306e-11,0
2021-05-31,RB_CTB_BAND,1.394995718789251e-06,0.010520351660021934,0
2021-06-30,ERC,3.9696868398570274e-13,0.010535650659345279,0
2021-06-30,CTB_ONLY,0.0056334707532388634,3.910924031845099e-11,0
2021-06-30,RB_CTB_BAND,1.086938178304555e-05,0.010189425353106284,0
2021-07-30,ERC,3.984751283350959e-13,0.011085456004028202,0
2021-07-30,CTB_ONLY,0.005794785644465933,3.96757557541413e-11,0
2021-07-30,RB_CTB_BAND,1.0445648193142804e-05,0.011364366238238829,0
2021-08-31,ERC,4.079633409188974e-13,0.010440292254752475,0
2021-08-31,CTB_ONLY,0.004308317208709718,4.38807339180636e-11,0
2021-08-31,RB_CTB_BAND,8.596124922937346e-06,0.010665857405050827,0
2021-09-30,ERC,4.5238877253601783e-13,0.011522914594127803,0
2021-09-30,CTB_ONLY,0.004835663543354559,1.0609873999699997e-05,0
2021-09-30,RB_CTB_BAND,5.641322177900252e-06,0.012336545187035223,0
2021-10-29,ERC,4.500123554929735e-13,0.011280178212240633,0
2021-10-29,CTB_ONLY,0.004878955016218439,4.271577545947255e-11,0
2021-10-29,RB_CTB_BAND,4.0908012621945054e-06,0.011359099104035777,0
2021-11-30,ERC,4.243365886577983e-13,0.010011748141579797,0
2021-11-30,CTB_ONLY,0.004362022409727231,1.0917782874808746e-05,0
2021-11-30,RB_CTB_BAND,2.6286571964139984e-06,0.009703002297439745,0
2021-12-31,ERC,4.272154116233762e-13,0.009851587831490644,0
2021-12-31,CTB_ONLY,0.0041670524250870394,1.0195155055958607e-05,0
2021-12-31,RB_CTB_BAND,4.717668469572388e-06,0.009580875113839378,0
2022-01-31,ERC,4.455735484181216e-13,0.011152142305503699,0
2022-01-31,CTB_ONLY,0.00464731127425763,5.33342220376238e-06,0
2022-01-31,RB_CTB_BAND,4.4483398056729055e-06,0.011663771903256811,0
2022-02-28,ERC,4.4724862065325055e-13,0.010781027334356926,0
2022-02-28,CTB_ONLY,0.004266066425013778,5.674926089380593e-06,0
2022-02-28,RB_CTB_BAND,4.881312055638823e-06,0.010561131671183397,0
2022-03-31,ERC,4.684215994066299e-13,0.011932287763330043,0
2022-03-31,CTB_ONLY,0.004437335188700882,6.54684050147907e-06,0
2022-03-31,RB_CTB_BAND,5.509172730932729e-06,0.012539575728902071,0
2022-04-29,ERC,4.771308501344445e-13,0.012107183298624508,0
2022-04-29,CTB_ONLY,0.004379568998868355,7.021793529135789e-06,0
2022-04-29,RB_CTB_BAND,9.629887941242e-06,0.012488581768370569,0
2022-05-31,ERC,4.827423538616995e-13,0.011558678738581553,0
2022-05-31,CTB_ONLY,0.0048217878179318404,5.487869693380943e-11,0
2022-05-31,RB_CTB_BAND,6.606424152416472e-06,0.011655220599910561,0
2022-06-30,ERC,4.661716586666966e-13,0.011461134941324388,0
2022-06-30,CTB_ONLY,0.005035467618962463,1.6701994448374e-05,0
2022-06-30,RB_CTB_BAND,5.9792097385469595e-06,0.011193311660124071,0
2022-07-29,ERC,4.65082433874655e-13,0.010180854032595209,0
2022-07-29,CTB_ONLY,0.004581324350077169,4.954212203196202e-11,0
2022-07-29,RB_CTB_BAND,2.203959986252266e-06,0.009858959600158285,0
2022-08-31,ERC,4.957718032427413e-13,0.010436185692027698,0
2022-08-31,CTB_ONLY,0.004842993558670656,4.8828273409558336e-11,0
2022-08-31,RB_CTB_BAND,6.699193829626212e-06,0.011038719961547127,0
2022-09-30,ERC,5.051949832846547e-13,0.012000681762549922,0
2022-09-30,CTB_ONLY,0.005751405208219739,4.51734434648609e-11,0
2022-09-30,RB_CTB_BAND,5.752060883387024e-06,0.012641711493321054,0
