date,strategy,obj_total,dr_term,smooth_term,l2_term,band_penalty,dr,db
2020-11-30,RB_CTB_BAND,7.957504116211262e-06,5.100056609074238e-06,1.6625946150823035e-06,1.1948528920547209e-06,0.0,5.100056609074238e-06,0.010225090964447417
2020-12-31,ERC,1.1997886089123029e-06,4.3687128400028584e-13,1.0916614464153917e-05,1.1997881720410189e-06,0.0,4.3687128400028584e-13,0.010602350337275775
2020-12-31,CTB_ONLY,1.1061378466600188e-05,0.00557631374428132,0.00015581098340743677,1.2543118640626e-06,0.0,0.00557631374428132,9.807066602537588e-06
2020-12-31,RB_CTB_BAND,1.1492987895548365e-05,6.5095432619229265e-06,3.7866531179658846e-06,1.1967915156595538e-06,0.0,6.5095432619229265e-06,0.010671526207766149
2021-01-29,ERC,1.1977812555681728e-06,4.4871378034537725e-13,1.6610532565513606e-05,1.1977808068543924e-06,0.0,4.4871378034537725e-13,0.010809559363180477
2021-01-29,CTB_ONLY,1.3302577483095737e-05,0.005408617840926484,0.00016400711228994926,1.2477330453450457e-06,0.0,0.005408617840926484,1.2054844437750692e-05
2021-01-29,RB_CTB_BAND,6.963817897811891e-06,3.095848766126307e-06,2.670522143003424e-06,1.1974469886821603e-06,0.0,3.095848766126307e-06,0.010961617188824555
2021-02-26,ERC,1.1952527612052626e-06,4.381991395992141e-13,5.487163416600755e-06,1.195252323006123e-06,0.0,4.381991395992141e-13,0.010844191321502234
2021-02-26,CTB_ONLY,7.629456918978931e-06,0.005242139078062263,7.32513134265476e-05,1.2417406257370912e-06,0.0,0.005242139078062263,6.387716293241841e-06
2021-02-26,RB_CTB_BAND,6.316747695964846e-06,2.523321558800455e-06,2.5976199264121078e-06,1.1958062107522831e-06,0.0,2.523321558800455e-06,0.010678068996016499
2021-03-31,ERC,1.1930937752137424e-06,4.205452089476466e-13,1.74289951813111e-05,1.1930933546685336e-06,0.0,4.205452089476466e-13,0.010065330325822732
2021-03-31,CTB_ONLY,1.2230212174306233e-06,0.0042108608876992555,0.000741070437392206,1.2229816011221873e-06,0.0,0.0042108608876992555,3.9616308436041425e-11
2021-03-31,RB_CTB_BAND,8.721676064021213e-06,4.097113855396908e-06,3.4304696520162597e-06,1.194092556608045e-06,0.0,4.097113855396908e-06,0.009605102024206304
2021-04-30,ERC,1.193452183842446e-06,4.2020195748668e-13,9.450986191457322e-06,1.1934517636404885e-06,0.0,4.2020195748668e-13,0.00980578457451843
2021-04-30,CTB_ONLY,6.092991571845073e-06,0.004261964690443381,5.583162830937958e-05,1.2213378539585093e-06,0.0,0.004261964690443381,4.871653717886563e-06
2021-04-30,RB_CTB_BAND,5.607900731808017e-06,2.196235648903201e-06,2.2178321082584697e-06,1.1938329746463464e-06,0.0,2.196235648903201e-06,0.00965972167887443
2021-05-31,ERC,1.1943566429128457e-06,4.265272509580479e-13,8.240316098012098e-06,1.1943562163855947e-06,0.0,4.265272509580479e-13,0.01063471526290492
2021-05-31,CTB_ONLY,1.228115163162713e-06,0.0049020147683848285,0.00029835573145903265,1.2280768015237024e-06,0.0,0.0049020147683848285,3.836163901043306e-11
2021-05-31,RB_CTB_BAND,4.178362024244176e-06,1.394995718789251e-06,1.5892720826890532e-06,1.1940942227658715e-06,0.0,1.394995718789251e-06,0.010520351660021934
2021-06-30,ERC,1.1835481033733648e-06,3.9696868398570274e-13,5.610489386241632e-05,1.1835477064046808e-06,0.0,3.9696868398570274e-13,0.010535650659345279
2021-06-30,CTB_ONLY,1.2102260394407176e-06,0.0056334707532388634,0.0016154991670631446,1.2101869302003992e-06,0.0,0.0056334707532388634,3.910924031845099e-11
2021-06-30,RB_CTB_BAND,2.4847097153409186e-05,1.086938178304555e-05,1.2789613364057518e-05,1.1881020063061196e-06,0.0,1.086938178304555e-05,0.010189425353106284
2021-07-30,ERC,1.1829422553203862e-06,3.984751283350959e-13,2.0906837154112426e-05,1.182941856845258e-06,0.0,3.984751283350959e-13,0.011085456004028202
2021-07-30,CTB_ONLY,1.2146444160672395e-06,0.005794785644465933,0.0003979374611357686,1.2146047403114854e-06,0.0,0.005794785644465933,3.96757557541413e-11
2021-07-30,RB_CTB_BAND,2.0514664595070583e-05,1.0445648193142804e-05,8.88366785313896e-06,1.1853485487888183e-06,0.0,1.0445648193142804e-05,0.011364366238238829
2021-08-31,ERC,1.1809762589768349e-06,4.079633409188974e-13,1.9336900069623572e-05,1.180975851013494e-06,0.0,4.079633409188974e-13,0.010440292254752475
2021-08-31,CTB_ONLY,1.1986363534303138e-06,0.004308317208709718,0.0006146443945619268,1.1985924726963958e-06,0.0,0.004308317208709718,4.38807339180636e-11
2021-08-31,RB_CTB_BAND,1.494024791533827e-05,8.596124922937346e-06,5.161072833765117e-06,1.1830501586358075e-06,0.0,8.596124922937346e-06,0.010665857405050827
