date,strategy,asset,ctr
2019-02-28,RB_CTB_BAND,TLT,0.10138612814195684
2019-02-28,RB_CTB_BAND,TIP,0.10196862648004087
2019-02-28,RB_CTB_BAND,LQD,0.09798494235222652
2019-02-28,RB_CTB_BAND,VNQ,0.09990016309225921
2019-02-28,RB_CTB_BAND,GLD,0.09872277948767312
2019-02-28,RB_CTB_BAND,DBC,0.1005574349025388
2019-03-29,ERC,SPY,0.09999996927338245
2019-03-29,ERC,VEA,0.09999996286000193
2019-03-29,ERC,EEM,0.09999964952811408
2019-03-29,ERC,IEF,0.09999992913390106
2019-03-29,ERC,TLT,0.10000009685702009
2019-03-29,ERC,TIP,0.09999984854749287
2019-03-29,ERC,LQD,0.10000041593926519
2019-03-29,ERC,VNQ,0.10000011430747872
2019-03-29,ERC,GLD,0.10000015890442811
2019-03-29,ERC,DBC,0.09999985464891557
2019-03-29,CTB_ONLY,SPY,0.0775694436864369
2019-03-29,CTB_ONLY,VEA,0.07477064642676898
2019-03-29,CTB_ONLY,EEM,0.09577251203467087
2019-03-29,CTB_ONLY,IEF,0.09719586270415918
2019-03-29,CTB_ONLY,TLT,0.10101749084303725
2019-03-29,CTB_ONLY,TIP,0.12395127883955459
2019-03-29,CTB_ONLY,LQD,0.0991217923658395
2019-03-29,CTB_ONLY,VNQ,0.10641437644265236
2019-03-29,CTB_ONLY,GLD,0.12689662179613287
2019-03-29,CTB_ONLY,DBC,0.09728997486074753
2019-03-29,RB_CTB_BAND,SPY,0.10024896881450575
2019-03-29,RB_CTB_BAND,VEA,0.10030974559624564
2019-03-29,RB_CTB_BAND,EEM,0.10011460861647431
2019-03-29,RB_CTB_BAND,IEF,0.0989935942213455
2019-03-29,RB_CTB_BAND,TLT,0.10083651019774391
2019-03-29,RB_CTB_BAND,TIP,0.10188016722923815
2019-03-29,RB_CTB_BAND,LQD,0.09860463340868422
2019-03-29,RB_CTB_BAND,VNQ,0.1004396611172234
2019-03-29,RB_CTB_BAND,GLD,0.09863650653751664
2019-03-29,RB_CTB_BAND,DBC,0.09993560426102248
2019-04-30,ERC,SPY,0.0999999751626078
2019-04-30,ERC,VEA,0.09999997207807769
2019-04-30,ERC,EEM,0.09999963964104187
2019-04-30,ERC,IEF,0.09999993795080792
2019-04-30,ERC,TLT,0.10000009539411323
2019-04-30,ERC,TIP,0.09999983947597114
2019-04-30,ERC,LQD,0.10000041390616414
2019-04-30,ERC,VNQ,0.10000011157600562
2019-04-30,ERC,GLD,0.10000016372584088
2019-04-30,ERC,DBC,0.09999985108936948
2019-04-30,CTB_ONLY,SPY,0.07720448871072971
2019-04-30,CTB_ONLY,VEA,0.07330907060127366
2019-04-30,CTB_ONLY,EEM,0.09723421932585817
2019-04-30,CTB_ONLY,IEF,0.09789900547131102
2019-04-30,CTB_ONLY,TLT,0.1020898987266253
2019-04-30,CTB_ONLY,TIP,0.12369755668517708
2019-04-30,CTB_ONLY,LQD,0.10033481477834613
