strategy,ann_return,ann_vol,sharpe,max_drawdown,turnover_mean,turnover_p95,dr_mean,db_mean,active_rate
CTB_ONLY,0.040826432666769996,0.07654519950059087,0.533363724088992,-0.12282119589329199,0.024276237052119485,0.05131228662837589,0.11152954044983004,0.01397117844791368,0.23776223776223776
ERC,0.03221371656587291,0.06892683013722789,0.4673610624736106,-0.14339879709656334,0.010520143589703988,0.016921239666045643,2.0492752262692824e-07,0.06895420619048451,1.0
EW,0.041866080263138095,0.08615078899034692,0.48596281884114995,-0.17712237403846254,0.011043793452022428,0.02057583019258399,,,0.0
GMV,0.03605839083523832,0.056884551676030605,0.6338872290072423,-0.11167535468764012,0.01259217937077604,0.02097351660197555,,,0.0
RB_CTB_BAND,0.03197248632645788,0.06990075553741935,0.4573982939189024,-0.13664191915757873,0.01385783327868298,0.026577700780960768,0.016616930267914255,0.02981375203404142,1.0
